   UT, hrs       ALT, km       Ne, el/m^3  
    11.90          580.0     3.018e+10 
    11.90          585.0     3.035e+10 
    11.90          590.0     3.105e+10 
    11.90          595.0     3.177e+10 
    11.90          600.0     3.250e+10 
    12.00           90.0     6.189e+10 
    12.00           95.0     6.420e+10 
    12.00          100.0     6.988e+10 
    12.00          105.0     7.350e+10 
    12.00          110.0     7.416e+10 
    12.00          115.0     7.911e+10 
    12.00          120.0     8.270e+10 
    12.00          125.0     8.453e+10 
    12.00          130.0     8.818e+10 
    12.00          135.0     9.658e+10 
    12.00          140.0     1.010e+11 
    12.00          145.0     1.128e+11 
    12.00          150.0     1.211e+11 
    12.00          155.0     1.308e+11 
    12.00          160.0     1.396e+11 
    12.00          165.0     1.511e+11 
    12.00          170.0     1.582e+11 
    12.00          175.0     1.681e+11 
    12.00          180.0     1.754e+11 
    12.00          185.0     1.808e+11 
    12.00          190.0     1.847e+11 
    12.00          195.0     1.867e+11 
    12.00          200.0     1.883e+11 
    12.00          205.0     1.910e+11 
    12.00          210.0     1.902e+11 
    12.00          215.0     1.923e+11 
    12.00          220.0     1.955e+11 
    12.00          225.0     1.996e+11 
    12.00          230.0     2.019e+11 
    12.00          235.0     2.078e+11 
    12.00          240.0     2.120e+11 
    12.00          245.0     2.139e+11 
    12.00          250.0     2.143e+11 
    12.00          255.0     2.138e+11 
    12.00          260.0     2.123e+11 
    12.00          265.0     2.096e+11 
    12.00          270.0     2.066e+11 
    12.00          275.0     2.032e+11 
    12.00          280.0     1.985e+11 
    12.00          285.0     1.926e+11 
    12.00          290.0     1.856e+11 
    12.00          295.0     1.777e+11 
    12.00          300.0     1.695e+11 
    12.00          305.0     1.619e+11 
    12.00          310.0     1.551e+11 
    12.00          315.0     1.492e+11 
    12.00          320.0     1.439e+11 
    12.00          325.0     1.389e+11 
    12.00          330.0     1.340e+11 
    12.00          335.0     1.287e+11 
    12.00          340.0     1.230e+11 
    12.00          345.0     1.167e+11 
    12.00          350.0     1.104e+11 
    12.00          355.0     1.046e+11 
    12.00          360.0     9.986e+10 
    12.00          365.0     9.609e+10 
    12.00          370.0     9.330e+10 
    12.00          375.0     9.099e+10 
    12.00          380.0     8.869e+10 
    12.00          385.0     8.645e+10 
    12.00          390.0     8.433e+10 
    12.00          395.0     8.235e+10 
    12.00          400.0     8.049e+10 
    12.00          405.0     7.834e+10 
    12.00          410.0     7.563e+10 
    12.00          415.0     7.232e+10 
    12.00          420.0     6.847e+10 
    12.00          425.0     6.472e+10 
    12.00          430.0     6.149e+10 
    12.00          435.0     5.898e+10 
    12.00          440.0     5.705e+10 
    12.00          445.0     5.545e+10 
    12.00          450.0     5.358e+10 
    12.00          455.0     5.140e+10 
    12.00          460.0     4.937e+10 
    12.00          465.0     4.761e+10 
    12.00          470.0     4.630e+10 
    12.00          475.0     4.543e+10 
    12.00          480.0     4.504e+10 
    12.00          485.0     4.467e+10 
    12.00          490.0     4.434e+10 
    12.00          495.0     4.385e+10 
    12.00          500.0     4.310e+10 
    12.00          505.0     4.209e+10 
    12.00          510.0     4.087e+10 
    12.00          515.0     3.976e+10 
    12.00          520.0     3.896e+10 
    12.00          525.0     3.855e+10 
    12.00          530.0     3.846e+10 
    12.00          535.0     3.861e+10 
    12.00          540.0     3.867e+10 
    12.00          545.0     3.863e+10 
    12.00          550.0     3.797e+10 
    12.00          555.0     3.677e+10 
    12.00          560.0     3.507e+10 
    12.00          565.0     3.319e+10 
    12.00          570.0     3.170e+10 
    12.00          575.0     3.113e+10 
    12.00          580.0     3.145e+10 
    12.00          585.0     3.178e+10 
    12.00          590.0     3.267e+10 
    12.00          595.0     3.357e+10 
    12.00          600.0     3.447e+10 
    12.10           90.0     6.491e+10 
    12.10           95.0     6.650e+10 
    12.10          100.0     7.225e+10 
    12.10          105.0     7.573e+10 
    12.10          110.0     7.649e+10 
    12.10          115.0     8.132e+10 
    12.10          120.0     8.517e+10 
    12.10          125.0     8.711e+10 
    12.10          130.0     9.131e+10 
    12.10          135.0     9.993e+10 
    12.10          140.0     1.051e+11 
    12.10          145.0     1.165e+11 
    12.10          150.0     1.258e+11 
    12.10          155.0     1.361e+11 
    12.10          160.0     1.457e+11 
    12.10          165.0     1.567e+11 
    12.10          170.0     1.643e+11 
    12.10          175.0     1.733e+11 
    12.10          180.0     1.795e+11 
    12.10          185.0     1.844e+11 
    12.10          190.0     1.884e+11 
    12.10          195.0     1.907e+11 
    12.10          200.0     1.927e+11 
    12.10          205.0     1.956e+11 
    12.10          210.0     1.950e+11 
    12.10          215.0     1.972e+11 
    12.10          220.0     2.004e+11 
    12.10          225.0     2.045e+11 
    12.10          230.0     2.069e+11 
    12.10          235.0     2.124e+11 
    12.10          240.0     2.164e+11 
    12.10          245.0     2.180e+11 
    12.10          250.0     2.183e+11 
    12.10          255.0     2.177e+11 
    12.10          260.0     2.160e+11 
    12.10          265.0     2.133e+11 
    12.10          270.0     2.102e+11 
    12.10          275.0     2.068e+11 
    12.10          280.0     2.022e+11 
    12.10          285.0     1.962e+11 
    12.10          290.0     1.890e+11 
    12.10          295.0     1.809e+11 
    12.10          300.0     1.724e+11 
    12.10          305.0     1.646e+11 
    12.10          310.0     1.576e+11 
    12.10          315.0     1.517e+11 
    12.10          320.0     1.463e+11 
    12.10          325.0     1.410e+11 
    12.10          330.0     1.357e+11 
    12.10          335.0     1.300e+11 
    12.10          340.0     1.238e+11 
    12.10          345.0     1.170e+11 
    12.10          350.0     1.104e+11 
    12.10          355.0     1.045e+11 
    12.10          360.0     9.968e+10 
    12.10          365.0     9.608e+10 
    12.10          370.0     9.355e+10 
    12.10          375.0     9.154e+10 
    12.10          380.0     8.946e+10 
    12.10          385.0     8.732e+10 
    12.10          390.0     8.520e+10 
    12.10          395.0     8.317e+10 
    12.10          400.0     8.125e+10 
    12.10          405.0     7.900e+10 
    12.10          410.0     7.613e+10 
    12.10          415.0     7.253e+10 
    12.10          420.0     6.834e+10 
    12.10          425.0     6.426e+10 
    12.10          430.0     6.072e+10 
    12.10          435.0     5.795e+10 
    12.10          440.0     5.585e+10 
    12.10          445.0     5.421e+10 
    12.10          450.0     5.238e+10 
    12.10          455.0     5.037e+10 
    12.10          460.0     4.852e+10 
    12.10          465.0     4.685e+10 
    12.10          470.0     4.542e+10 
    12.10          475.0     4.425e+10 
    12.10          480.0     4.340e+10 
    12.10          485.0     4.242e+10 
    12.10          490.0     4.142e+10 
    12.10          495.0     4.035e+10 
    12.10          500.0     3.919e+10 
    12.10          505.0     3.792e+10 
    12.10          510.0     3.670e+10 
    12.10          515.0     3.581e+10 
    12.10          520.0     3.542e+10 
    12.10          525.0     3.550e+10 
    12.10          530.0     3.588e+10 
    12.10          535.0     3.635e+10 
    12.10          540.0     3.659e+10 
    12.10          545.0     3.650e+10 
    12.10          550.0     3.567e+10 
    12.10          555.0     3.452e+10 
    12.10          560.0     3.323e+10 
    12.10          565.0     3.208e+10 
    12.10          570.0     3.141e+10 
    12.10          575.0     3.162e+10 
    12.10          580.0     3.243e+10 
    12.10          585.0     3.295e+10 
    12.10          590.0     3.383e+10 
    12.10          595.0     3.469e+10 
    12.10          600.0     3.556e+10 
    12.20           90.0     6.604e+10 
    12.20           95.0     6.777e+10 
    12.20          100.0     7.401e+10 
    12.20          105.0     7.762e+10 
    12.20          110.0     7.862e+10 
    12.20          115.0     8.371e+10 
    12.20          120.0     8.759e+10 
    12.20          125.0     9.015e+10 
    12.20          130.0     9.493e+10 
    12.20          135.0     1.040e+11 
    12.20          140.0     1.102e+11 
    12.20          145.0     1.219e+11 
    12.20          150.0     1.313e+11 
    12.20          155.0     1.427e+11 
    12.20          160.0     1.530e+11 
    12.20          165.0     1.637e+11 
    12.20          170.0     1.715e+11 
    12.20          175.0     1.803e+11 
    12.20          180.0     1.855e+11 
    12.20          185.0     1.899e+11 
    12.20          190.0     1.941e+11 
    12.20          195.0     1.969e+11 
    12.20          200.0     1.990e+11 
    12.20          205.0     2.018e+11 
    12.20          210.0     2.010e+11 
    12.20          215.0     2.029e+11 
    12.20          220.0     2.060e+11 
    12.20          225.0     2.097e+11 
    12.20          230.0     2.122e+11 
    12.20          235.0     2.173e+11 
    12.20          240.0     2.210e+11 
    12.20          245.0     2.226e+11 
    12.20          250.0     2.227e+11 
    12.20          255.0     2.219e+11 
    12.20          260.0     2.200e+11 
    12.20          265.0     2.169e+11 
    12.20          270.0     2.136e+11 
    12.20          275.0     2.101e+11 
    12.20          280.0     2.052e+11 
    12.20          285.0     1.991e+11 
    12.20          290.0     1.918e+11 
    12.20          295.0     1.836e+11 
    12.20          300.0     1.750e+11 
    12.20          305.0     1.673e+11 
    12.20          310.0     1.604e+11 
    12.20          315.0     1.545e+11 
    12.20          320.0     1.491e+11 
    12.20          325.0     1.438e+11 
    12.20          330.0     1.384e+11 
    12.20          335.0     1.324e+11 
    12.20          340.0     1.260e+11 
    12.20          345.0     1.190e+11 
    12.20          350.0     1.122e+11 
    12.20          355.0     1.062e+11 
    12.20          360.0     1.013e+11 
    12.20          365.0     9.762e+10 
    12.20          370.0     9.508e+10 
    12.20          375.0     9.304e+10 
    12.20          380.0     9.095e+10 
    12.20          385.0     8.886e+10 
    12.20          390.0     8.681e+10 
    12.20          395.0     8.482e+10 
    12.20          400.0     8.283e+10 
    12.20          405.0     8.035e+10 
    12.20          410.0     7.717e+10 
